arrival_idx,belief_alpha,belief_beta,belief_prob_success,bundle_accepted,chosen_pv_id,context_commodity_value,context_customer_type,context_season,offer_made,offered_price_per_unit,price_level,product_id,quantity_requested,t,total_bundle_revenue
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,3,0.0
1,1,1,0.5,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,3,0.0
1,1,1,0.5,0,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,3,0.0
0,1,1,0.5,1,0,LOW,NEW,LOW,1,1350.0,0,TEU,1,5,1350.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,6,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,FEU,1,6,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,HC,1,6,0.0
0,1,1,0.5,1,2,HIGH,NEW,LOW,1,1890.0,2,TEU,1,8,1890.0
0,1,1,0.5,0,2,LOW,RECURRING,LOW,1,3360.0,2,FEU,1,12,0.0
0,1,1,0.5,0,2,LOW,RECURRING,LOW,1,6300.0,2,REEF,1,12,0.0
1,1,1,0.5,0,2,LOW,RECURRING,LOW,1,3360.0,2,FEU,1,12,0.0
2,1,1,0.5,1,2,HIGH,NEW,LOW,1,3360.0,2,FEU,1,12,7035.0
2,1,1,0.5,1,2,HIGH,NEW,LOW,1,3675.0,2,HC,1,12,7035.0
0,1,2,0.3333333333333333,1,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,13,8925.0
0,1,2,0.3333333333333333,1,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,13,8925.0
0,1,1,0.5,1,2,LOW,NEW,LOW,1,3675.0,2,HC,1,13,8925.0
0,1,1,0.5,0,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,16,0.0
0,2,2,0.5,1,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,21,1890.0
0,2,2,0.5,1,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,22,3360.0
1,1,2,0.3333333333333333,1,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,22,1890.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,TEU,1,23,0.0
0,2,1,0.6666666666666666,1,2,HIGH,NEW,LOW,1,3360.0,2,FEU,1,24,3360.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,TEU,1,27,0.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,FEU,1,27,0.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,REEF,1,27,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,28,0.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,TEU,2,30,0.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,REEF,1,30,0.0
1,,,,0,,LOW,NEW,LOW,0,0.0,,REEF,1,30,0.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,TEU,1,32,0.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,FEU,1,32,0.0
1,,,,0,,HIGH,RECURRING,LOW,0,0.0,,TEU,1,32,0.0
1,,,,0,,HIGH,RECURRING,LOW,0,0.0,,FEU,1,32,0.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,TEU,1,33,0.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,HC,1,33,0.0
0,1,1,0.5,1,2,HIGH,RECURRING,LOW,1,1890.0,2,TEU,1,34,8190.0
0,1,1,0.5,1,2,HIGH,RECURRING,LOW,1,6300.0,2,REEF,1,34,8190.0
1,,,,0,,LOW,RECURRING,LOW,0,0.0,,FEU,1,34,0.0
2,1,1,0.5,1,1,LOW,NEW,LOW,1,1620.0,1,TEU,1,34,1620.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,HC,1,35,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,37,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,HC,1,37,0.0
1,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,37,0.0
0,2,1,0.6666666666666666,0,1,LOW,NEW,LOW,1,1620.0,1,TEU,1,39,0.0
0,1,1,0.5,0,1,LOW,NEW,LOW,1,5400.0,1,REEF,1,39,0.0
1,1,1,0.5,0,2,LOW,RECURRING,LOW,1,3675.0,2,HC,1,39,0.0
1,1,2,0.3333333333333333,0,2,LOW,RECURRING,LOW,1,6300.0,2,REEF,1,39,0.0
0,3,2,0.6,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,40,0.0
1,3,2,0.6,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,2,40,0.0
0,3,4,0.42857142857142855,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,2,41,0.0
0,2,1,0.6666666666666666,0,2,LOW,NEW,LOW,1,3675.0,2,HC,1,41,0.0
1,,,,0,,LOW,RECURRING,LOW,0,0.0,,HC,1,41,0.0
0,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,43,0.0
0,,,,0,,HIGH,NEW,LOW,0,0.0,,TEU,1,46,0.0
1,3,5,0.375,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,46,0.0
1,1,1,0.5,0,2,LOW,NEW,LOW,1,6300.0,2,REEF,1,46,0.0
0,3,6,0.3333333333333333,1,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,47,1890.0
1,2,2,0.5,1,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,47,1890.0
0,3,2,0.6,1,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,52,5250.0
0,1,3,0.25,1,2,LOW,RECURRING,LOW,1,3360.0,2,FEU,1,52,5250.0
0,4,6,0.4,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,2,55,0.0
0,2,1,0.6666666666666666,1,2,HIGH,NEW,LOW,1,1890.0,2,TEU,1,56,1890.0
0,4,7,0.36363636363636365,1,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,58,1890.0
0,5,7,0.4166666666666667,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,59,0.0
0,3,2,0.6,0,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,59,0.0
0,2,2,0.5,0,2,LOW,NEW,LOW,1,3675.0,2,HC,1,59,0.0
1,1,1,0.5,1,2,HIGH,RECURRING,LOW,1,3675.0,2,HC,1,59,3675.0
0,1,1,0.5,1,1,HIGH,NEW,LOW,1,1620.0,1,TEU,1,61,1620.0
1,5,8,0.38461538461538464,1,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,61,1890.0
0,3,3,0.5,1,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,62,3360.0
1,,,,0,,LOW,RECURRING,LOW,0,0.0,,TEU,1,62,0.0
2,,,,0,,LOW,RECURRING,LOW,0,0.0,,HC,1,62,0.0
0,,,,0,,LOW,NEW,LOW,0,0.0,,TEU,1,63,0.0
0,4,2,0.6666666666666666,0,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,64,0.0
0,6,8,0.42857142857142855,0,2,LOW,NEW,LOW,1,1890.0,2,TEU,1,65,0.0
0,4,3,0.5714285714285714,0,2,LOW,NEW,LOW,1,3360.0,2,FEU,1,65,0.0
0,4,3,0.5714285714285714,1,2,LOW,RECURRING,LOW,1,1890.0,2,TEU,1,66,1890.0
0,3,1,0.75,1,2,HIGH,NEW,LOW,1,1890.0,2,TEU,1,67,5250.0
0,3,1,0.75,1,2,HIGH,NEW,LOW,1,3360.0,2,FEU,1,67,5250.0
0,1,1,0.5,1,1,LOW,RECURRING,LOW,1,1620.0,1,TEU,1,68,1620.0
1,1,1,0.5,1,1,LOW,RECURRING,LOW,1,1620.0,1,TEU,1,68,1620.0
