arrival_idx,belief_alpha,belief_beta,belief_prob_success,bundle_accepted,chosen_pv_id,context_commodity_value,context_customer_type,context_season,offer_made,offered_price_per_unit,price_level,product_id,quantity_requested,t,total_bundle_revenue
0,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,1,0,0.0
0,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,5400.0,2,FEU,1,0,0.0
1,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,4,0,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,0,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,0,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,0,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,3,0,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,2,0,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,0,0.0
5,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,0,0.0
6,,,,0,,LOW,RECURRING,HIGH,0,0.0,,REEF,1,0,0.0
0,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,1,0.0
0,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,1,0.0
1,1,1,0.5,1,2,HIGH,NEW,HIGH,1,3000.0,2,TEU,1,1,3000.0
2,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,1,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,2,1,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,1,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,1,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,1,0.0
5,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,2,1,0.0
5,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,5400.0,2,FEU,1,1,0.0
5,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,9600.0,2,REEF,1,1,0.0
6,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,2,1,0.0
6,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,1,0.0
6,,,,0,,HIGH,NEW,HIGH,0,0.0,,REEF,1,1,0.0
7,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,1,0.0
8,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,1,1,0.0
8,1,1,0.5,0,2,LOW,RECURRING,HIGH,1,5400.0,2,FEU,1,1,0.0
9,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,2,1,0.0
9,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,REEF,1,1,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,1,2,0.0
1,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,2,2,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,2,0.0
0,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,3,0.0
0,,,,0,,LOW,RECURRING,HIGH,0,0.0,,FEU,1,3,0.0
1,1,1,0.5,1,2,HIGH,RECURRING,HIGH,1,3000.0,2,TEU,3,3,9000.0
0,1,1,0.5,1,2,HIGH,RECURRING,HIGH,1,3000.0,2,TEU,1,4,13800.0
0,1,1,0.5,1,2,HIGH,RECURRING,HIGH,1,5400.0,2,FEU,2,4,13800.0
1,1,4,0.2,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,1,4,0.0
0,1,1,0.5,0,2,LOW,NEW,HIGH,1,3000.0,2,TEU,3,5,0.0
0,1,1,0.5,0,2,LOW,NEW,HIGH,1,9600.0,2,REEF,1,5,0.0
1,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,1,5,0.0
1,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,FEU,1,5,0.0
1,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,HC,2,5,0.0
2,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,5,0.0
2,,,,0,,LOW,RECURRING,HIGH,0,0.0,,FEU,1,5,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,5,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,5,0.0
4,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,5,0.0
5,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,5,0.0
5,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,5,0.0
6,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,2,5,0.0
6,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,5,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,6,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,2,6,0.0
1,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,2,6,0.0
1,,,,0,,LOW,RECURRING,HIGH,0,0.0,,HC,1,6,0.0
2,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,2,6,0.0
2,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,FEU,1,6,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,2,7,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,7,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,REEF,1,7,0.0
1,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,2,7,0.0
1,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,7,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,7,0.0
2,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,7,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,2,7,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,REEF,1,7,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,7,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,2,8,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,FEU,1,8,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,REEF,1,8,0.0
1,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,8,0.0
1,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,8,0.0
2,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,1,8,0.0
3,1,1,0.5,1,2,LOW,RECURRING,HIGH,1,5760.0,2,HC,1,8,5760.0
4,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,8,0.0
4,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,8,0.0
5,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,8,0.0
0,1,1,0.5,0,2,LOW,NEW,HIGH,1,5760.0,2,HC,1,9,0.0
1,1,6,0.14285714285714285,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,1,9,0.0
2,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,9,0.0
3,1,6,0.14285714285714285,0,2,LOW,RECURRING,HIGH,1,3000.0,2,TEU,2,9,0.0
3,1,4,0.2,0,2,LOW,RECURRING,HIGH,1,5400.0,2,FEU,1,9,0.0
3,1,2,0.3333333333333333,0,2,LOW,RECURRING,HIGH,1,9600.0,2,REEF,1,9,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,10,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,3,10,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,1,11,0.0
0,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,REEF,1,11,0.0
1,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,3,11,0.0
2,1,2,0.3333333333333333,0,2,LOW,NEW,HIGH,1,3000.0,2,TEU,2,11,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,11,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,2,11,0.0
4,1,2,0.3333333333333333,0,2,LOW,NEW,HIGH,1,3000.0,2,TEU,1,11,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,12,0.0
1,,,,0,,LOW,NEW,HIGH,0,0.0,,FEU,1,12,0.0
2,1,2,0.3333333333333333,1,2,LOW,NEW,HIGH,1,3000.0,2,TEU,1,12,3000.0
3,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,12,0.0
4,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,3,12,0.0
4,,,,0,,LOW,RECURRING,HIGH,0,0.0,,HC,1,12,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,TEU,1,13,0.0
0,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,13,0.0
1,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,2,13,0.0
2,2,1,0.6666666666666666,1,2,HIGH,NEW,HIGH,1,3000.0,2,TEU,2,13,6000.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,13,0.0
3,,,,0,,LOW,NEW,HIGH,0,0.0,,REEF,1,13,0.0
4,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,13,0.0
0,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,2,14,0.0
1,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,2,14,0.0
2,1,3,0.25,0,2,LOW,NEW,HIGH,1,3000.0,2,TEU,3,14,0.0
3,1,1,0.5,0,2,LOW,NEW,HIGH,1,5400.0,2,FEU,1,14,0.0
3,1,2,0.3333333333333333,0,2,LOW,NEW,HIGH,1,5760.0,2,HC,1,14,0.0
4,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,3,14,0.0
4,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,14,0.0
5,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,14,0.0
5,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,14,0.0
6,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,14,0.0
6,,,,0,,LOW,RECURRING,HIGH,0,0.0,,FEU,1,14,0.0
6,,,,0,,LOW,RECURRING,HIGH,0,0.0,,REEF,1,14,0.0
0,1,1,0.5,1,2,HIGH,RECURRING,HIGH,1,5760.0,2,HC,1,15,5760.0
1,1,4,0.2,1,2,LOW,NEW,HIGH,1,3000.0,2,TEU,1,15,8400.0
1,1,1,0.5,1,2,LOW,NEW,HIGH,1,5400.0,2,FEU,1,15,8400.0
2,,,,0,,LOW,NEW,HIGH,0,0.0,,HC,1,15,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,15,0.0
3,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,15,0.0
4,,,,0,,LOW,RECURRING,HIGH,0,0.0,,TEU,1,15,0.0
4,,,,0,,LOW,RECURRING,HIGH,0,0.0,,HC,1,15,0.0
4,,,,0,,LOW,RECURRING,HIGH,0,0.0,,REEF,1,15,0.0
5,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,15,0.0
6,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,TEU,4,15,0.0
6,,,,0,,HIGH,RECURRING,HIGH,0,0.0,,FEU,1,15,0.0
0,,,,0,,LOW,RECURRING,HIGH,0,0.0,,REEF,1,16,0.0
1,,,,0,,HIGH,NEW,HIGH,0,0.0,,TEU,1,16,0.0
1,,,,0,,HIGH,NEW,HIGH,0,0.0,,FEU,1,16,0.0
1,,,,0,,HIGH,NEW,HIGH,0,0.0,,HC,1,16,0.0
