arrival_idx,belief_alpha,belief_beta,belief_prob_success,bundle_accepted,chosen_pv_id,context_commodity_value,context_customer_type,context_season,offer_made,offered_price_per_unit,price_level,product_id,quantity_requested,t,total_bundle_revenue
0,1,1,0.5,0,1,LOW,RECURRING,LOW,1,4500.0,1,FEU,2,1,0.0
0,1,1,0.5,0,1,LOW,RECURRING,LOW,1,4800.0,1,HC,2,1,0.0
0,1,1,0.5,0,2,HIGH,NEW,LOW,1,3000.0,2,TEU,1,2,0.0
0,1,1,0.5,1,2,HIGH,NEW,LOW,1,5400.0,2,FEU,1,3,5400.0
0,1,1,0.5,0,2,LOW,RECURRING,LOW,1,5400.0,2,FEU,2,4,0.0
0,1,1,0.5,0,2,LOW,RECURRING,LOW,1,5760.0,2,HC,1,4,0.0
2,1,1,0.5,0,2,HIGH,NEW,LOW,1,5400.0,2,FEU,1,4,0.0
2,1,1,0.5,0,2,HIGH,NEW,LOW,1,5760.0,2,HC,2,4,0.0
0,2,3,0.4,0,2,HIGH,NEW,LOW,1,3000.0,2,TEU,1,6,0.0
0,2,3,0.4,0,2,HIGH,NEW,LOW,1,5400.0,2,FEU,1,6,0.0
2,1,1,0.5,1,0,LOW,RECURRING,LOW,1,2125.0,0,TEU,1,10,6205.0
2,1,1,0.5,1,0,LOW,RECURRING,LOW,1,4080.0,0,HC,1,10,6205.0
1,1,1,0.5,0,0,LOW,RECURRING,LOW,1,3825.0,0,FEU,1,11,0.0
1,1,1,0.5,0,1,HIGH,NEW,LOW,1,2500.0,1,TEU,2,12,0.0
1,1,1,0.5,0,1,HIGH,NEW,LOW,1,4500.0,1,FEU,2,12,0.0
1,1,1,0.5,0,1,HIGH,NEW,LOW,1,4800.0,1,HC,1,12,0.0
2,1,1,0.5,0,2,HIGH,RECURRING,LOW,1,3000.0,2,TEU,1,13,0.0
0,1,1,0.5,0,2,LOW,NEW,LOW,1,3000.0,2,TEU,1,13,0.0
0,1,1,0.5,0,2,LOW,NEW,LOW,1,5760.0,2,HC,1,13,0.0
1,1,1,0.5,0,2,LOW,NEW,LOW,1,3000.0,2,TEU,2,13,0.0
1,2,2,0.5,0,0,LOW,RECURRING,LOW,1,2125.0,0,TEU,3,15,0.0
1,2,2,0.5,0,0,LOW,RECURRING,LOW,1,3825.0,0,FEU,1,15,0.0
1,1,2,0.3333333333333333,0,2,LOW,NEW,LOW,1,3000.0,2,TEU,1,16,0.0
0,1,1,0.5,0,0,HIGH,NEW,LOW,1,2125.0,0,TEU,1,17,0.0
0,1,1,0.5,0,0,HIGH,NEW,LOW,1,4080.0,0,HC,2,17,0.0
1,1,1,0.5,0,0,HIGH,NEW,LOW,1,2125.0,0,TEU,2,17,0.0
2,1,2,0.3333333333333333,0,1,LOW,RECURRING,LOW,1,2500.0,1,TEU,2,18,0.0
2,1,2,0.3333333333333333,0,1,LOW,RECURRING,LOW,1,4800.0,1,HC,1,18,0.0
1,1,1,0.5,0,0,LOW,NEW,LOW,1,2125.0,0,TEU,1,19,0.0
0,2,3,0.4,0,0,LOW,RECURRING,LOW,1,3825.0,0,FEU,1,19,0.0
1,1,1,0.5,0,0,HIGH,NEW,LOW,1,2125.0,0,TEU,4,20,0.0
1,1,1,0.5,0,0,HIGH,NEW,LOW,1,3825.0,0,FEU,1,20,0.0
1,1,1,0.5,0,1,LOW,NEW,LOW,1,2500.0,1,TEU,2,21,0.0
0,1,1,0.5,0,1,LOW,NEW,LOW,1,2500.0,1,TEU,1,21,0.0
1,1,2,0.3333333333333333,0,2,LOW,RECURRING,LOW,1,3000.0,2,TEU,2,22,0.0
1,1,2,0.3333333333333333,0,2,LOW,RECURRING,LOW,1,5760.0,2,HC,1,22,0.0
