accepted,arrival_idx,chosen_pv_id,context_commodity_value,context_customer_type,context_season,customer_max_wtp,inventory_after,inventory_before,offer_made,offered_price,pacing_budget,phase,revenue_inc,t
1,0,,,,,28692.924,442.0,450.0,1,28692.924,,oracle,28692.924,345
1,0,,,,,28630.8,429.0,442.0,1,28630.8,,oracle,28630.8,445
1,0,,,,,28044.42,418.0,429.0,1,28044.42,,oracle,28044.42,135
1,6,,,,,23748.269999999997,409.0,418.0,1,23748.269999999997,,oracle,23748.269999999997,228
1,1,,,,,23113.698,397.0,409.0,1,23113.698,,oracle,23113.698,433
1,1,,,,,22721.58,386.0,397.0,1,22721.58,,oracle,22721.58,57
1,0,,,,,22353.156,376.0,386.0,1,22353.156,,oracle,22353.156,200
1,1,,,,,22300.667999999998,372.0,376.0,1,22300.667999999998,,oracle,22300.667999999998,147
1,0,,,,,22194.288,368.0,372.0,1,22194.288,,oracle,22194.288,107
1,7,,,,,22153.217999999997,360.0,368.0,1,22153.217999999997,,oracle,22153.217999999997,300
1,0,,,,,22010.411999999997,349.0,360.0,1,22010.411999999997,,oracle,22010.411999999997,313
1,3,,,,,21952.626,342.0,349.0,1,21952.626,,oracle,21952.626,146
1,2,,,,,21762.342,335.0,342.0,1,21762.342,,oracle,21762.342,313
1,3,,,,,21375.077999999998,327.0,335.0,1,21375.077999999998,,oracle,21375.077999999998,300
1,3,,,,,20996.268,323.0,327.0,1,20996.268,,oracle,20996.268,260
1,3,,,,,20692.938000000002,319.0,323.0,1,20692.938000000002,,oracle,20692.938000000002,223
1,4,,,,,20229.167999999998,310.0,319.0,1,20229.167999999998,,oracle,20229.167999999998,326
1,4,,,,,19688.927999999996,305.0,310.0,1,19688.927999999996,,oracle,19688.927999999996,146
1,4,,,,,19683.288,295.0,305.0,1,19683.288,,oracle,19683.288,260
1,0,,,,,19129.92,289.0,295.0,1,19129.92,,oracle,19129.92,440
1,0,,,,,19055.334,283.0,289.0,1,19055.334,,oracle,19055.334,210
1,3,,,,,19012.47,276.0,283.0,1,19012.47,,oracle,19012.47,360
1,4,,,,,18904.8,271.0,276.0,1,18904.8,,oracle,18904.8,228
1,0,,,,,18562.47,262.0,271.0,1,18562.47,,oracle,18562.47,463
1,1,,,,,18542.652,254.0,262.0,1,18542.652,,oracle,18542.652,223
1,1,,,,,18494.268,251.0,254.0,1,18494.268,,oracle,18494.268,369
1,5,,,,,18468.917999999998,245.0,251.0,1,18468.917999999998,,oracle,18468.917999999998,391
1,2,,,,,18451.494,242.0,245.0,1,18451.494,,oracle,18451.494,283
1,1,,,,,18448.703999999998,234.0,242.0,1,18448.703999999998,,oracle,18448.703999999998,416
1,3,,,,,18418.476,225.0,234.0,1,18418.476,,oracle,18418.476,75
1,2,,,,,18335.604,218.0,225.0,1,18335.604,,oracle,18335.604,107
1,0,,,,,18329.712,207.0,218.0,1,18329.712,,oracle,18329.712,298
1,2,,,,,18328.032,198.0,207.0,1,18328.032,,oracle,18328.032,100
1,2,,,,,18306.612,190.0,198.0,1,18306.612,,oracle,18306.612,369
1,2,,,,,18204.78,188.0,190.0,1,18204.78,,oracle,18204.78,483
1,1,,,,,18192.984,176.0,188.0,1,18192.984,,oracle,18192.984,132
1,1,,,,,18179.609999999997,170.0,176.0,1,18179.609999999997,,oracle,18179.609999999997,31
1,1,,,,,18005.622,164.0,170.0,1,18005.622,,oracle,18005.622,176
1,0,,,,,17790.78,153.0,164.0,1,17790.78,,oracle,17790.78,413
1,2,,,,,17780.064,144.0,153.0,1,17780.064,,oracle,17780.064,500
1,3,,,,,17695.02,138.0,144.0,1,17695.02,,oracle,17695.02,187
1,0,,,,,17694.737999999998,132.0,138.0,1,17694.737999999998,,oracle,17694.737999999998,212
1,0,,,,,17637.822,123.0,132.0,1,17637.822,,oracle,17637.822,485
1,0,,,,,17506.068,120.0,123.0,1,17506.068,,oracle,17506.068,15
1,4,,,,,16899.54,114.0,120.0,1,16899.54,,oracle,16899.54,183
1,3,,,,,16739.255999999998,110.0,114.0,1,16739.255999999998,,oracle,16739.255999999998,239
1,0,,,,,16631.808,102.0,110.0,1,16631.808,,oracle,16631.808,265
1,0,,,,,16617.275999999998,100.0,102.0,1,16617.275999999998,,oracle,16617.275999999998,165
